user,timestamp,algorithm,recommendations
4796,2019-12-02 15:37:17.404199,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4796,2019-12-02 15:38:40.801960,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4797,2019-12-02 15:40:23.564082,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4795,2019-12-02 15:41:01.585486,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4795,2019-12-02 15:41:11.603671,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4798,2019-12-02 15:41:22.043374,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 114]"
357,2019-12-02 15:41:24.835525,CFItemItem.CFItemItem,"[278, 1811, 2870, 2992, 83, 173, 94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
357,2019-12-02 15:46:24.087903,CFItemItem.CFItemItem,"[278, 1811, 2870, 2992, 83, 173, 94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
357,2019-12-02 15:46:50.787427,CFItemItem.CFItemItem,"[278, 1811, 2870, 2992, 83, 173, 94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4798,2019-12-02 15:50:58.554876,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 114]"
4798,2019-12-02 15:51:47.354052,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 114]"
4798,2019-12-02 15:55:00.393701,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 114]"
357,2019-12-02 15:55:03.941563,CFItemItem.CFItemItem,"[278, 1811, 2870, 2992, 83, 173, 94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4799,2019-12-02 15:55:45.334671,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 98, 175, 167, 114, 82]"
357,2019-12-02 15:56:14.992807,CFItemItem.CFItemItem,"[278, 1811, 2870, 2992, 83, 173, 94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4798,2019-12-02 15:56:18.153127,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 114]"
4799,2019-12-02 15:58:19.305326,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 98, 175, 167, 114, 82]"
4798,2019-12-02 16:00:05.610581,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 114]"
737,2019-12-02 16:02:40.825604,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
737,2019-12-02 16:03:24.137919,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
4800,2019-12-02 16:09:16.960366,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
522,2019-12-02 16:10:47.404291,PopularityBased.PopularityBased,"[131, 3275, 1025, 734, 2992, 3171, 439, 2062, 173, 107, 3165, 217]"
4800,2019-12-02 16:13:21.036481,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:15:29.143368,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:15:39.369276,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:16:13.014592,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4802,2019-12-02 16:16:51.422146,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4802,2019-12-02 16:19:54.987441,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4800,2019-12-02 16:21:52.497570,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4802,2019-12-02 16:22:05.512151,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
357,2019-12-02 16:23:50.982194,CFItemItem.CFItemItem,"[278, 1811, 2870, 2992, 83, 173, 94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:40:38.624326,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:41:21.854085,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:42:15.957924,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
286,2019-12-02 16:42:36.382984,SVD.SVD,"[3055, 87, 3029, 1306, 1401, 1400, 3057, 2752, 827, 107, 278, 131]"
4801,2019-12-02 16:42:57.717981,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:43:06.997392,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4801,2019-12-02 16:43:58.606552,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
737,2019-12-02 16:46:37.693316,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
4803,2019-12-02 16:46:57.602996,SVD.SVD,"[1306, 671, 2752, 2870, 87, 1400, 827, 3063, 3165, 1811, 2992, 140]"
286,2019-12-02 16:47:53.721617,SVD.SVD,"[3055, 87, 3029, 1306, 1401, 1400, 3057, 2752, 827, 107, 278, 131]"
4804,2019-12-02 16:48:16.932707,CFUserUser.CFUserUser,"[94, 91, 98, 97, 167, 159, 2992, 173, 114, 115, 107, 847]"
4804,2019-12-02 16:48:21.137482,CFUserUser.CFUserUser,"[94, 91, 98, 97, 167, 159, 2992, 173, 114, 115, 107, 847]"
4803,2019-12-02 16:49:09.211441,SVD.SVD,"[1306, 671, 2752, 2870, 87, 1400, 827, 3063, 3165, 1811, 2992, 140]"
737,2019-12-02 16:50:03.312942,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
4801,2019-12-02 16:52:15.045552,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4600,2019-12-02 16:52:39.562939,PopularityBased.PopularityBased,"[94, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114, 82]"
4805,2019-12-02 17:03:38.627119,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4806,2019-12-02 17:05:28.951438,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4806,2019-12-02 17:05:50.901555,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4807,2019-12-02 17:22:39.404522,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4807,2019-12-02 17:22:58.183266,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4807,2019-12-02 17:23:27.560887,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4808,2019-12-02 17:24:18.704688,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4808,2019-12-02 17:24:30.828306,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4808,2019-12-02 17:24:57.087079,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4809,2019-12-02 17:26:52.722201,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4810,2019-12-02 17:27:00.345452,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4809,2019-12-02 17:27:32.087063,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4809,2019-12-02 17:27:39.403768,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4811,2019-12-02 17:28:25.329958,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4812,2019-12-02 17:28:42.887298,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 82]"
4813,2019-12-02 17:28:52.529275,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4803,2019-12-02 17:29:13.326848,SVD.SVD,"[1306, 671, 2752, 2870, 87, 1400, 827, 3063, 3165, 1811, 2992, 140]"
4814,2019-12-02 17:29:28.982717,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
737,2019-12-02 17:29:30.410172,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
4814,2019-12-02 17:29:34.883960,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
